,timeStamp,tripID,accData,gps_speed,battery,cTemp,dtc,eLoad,iat,imap,kpl,maf,rpm,speed,tAdv,tPos,deviceID
772,08:56.0,0,fbd0001802e0fee13f05dd3f07ef3c07ee3c01ec4005ec2f00db4506e03d00f7390dd94504fa3c02e84803eb3905f13c01f74005e14209e23e08ed310be04101fa340be83503e53cfcee3b04ee4502f23c,38.1,14.46,,,38.03921569,,,0,0,2483,68,,20.78431373,1
773,08:57.0,0,fc380000036801e94401f43c0ce83b08ef38fff841fdee4209fe3e01e54a09f2430cfd4404d04f00fb47f2e64c07e53502143afcbc4f010f3006e43b08d13cf6e14300ee4706ef3c00d23c03f8430eef32,37.1,14.42,,,0,,,0,0,2501.5,68,,15.68627451,1
774,08:58.0,0,fc08001001e804de4402fd310bf84006e94007e34003f73e04e14004ec42fcf03c0fea3c06dc47fffc3a05f04a05df3d00ef3d02eb3701e53d05db4007fc4301da3c07f03ffef13605e23efef24406e337,36,14.48,,,0,,,0,0,2501.5,66,,15.68627451,1
775,08:59.0,0,fc100058030007d24e04e847fae749f9f437ffe74bfce33a06e539f0f541f9e83dfdf13b09f64507dd3a07e33d04e84008f04402ef3afbe745fbf03404e64a08f84605eb3efcec3d01da4804ef410ae23a,35.5,14.48,,,0,,,0,0,2426.5,65,,15.68627451,1
776,09:00.0,0,fbe800400368fce547040535ffde4507e73d02f83c04eb3efde4400bf84306ed3b01e94802f13e0fea420cec3509e64408f53804ed3cffe13b0cf63f06ea3c08f1360af34002ee3a08e33605e64707f834,34.2,14.5,,,0,,,0,0,2366,63,,15.68627451,1
777,09:01.0,0,fc1000600338ffe23703f43c05ef340cea4002e846ffff4000e94104ef4504f04106f23b06e447f8ea4408f842feea4c00e33afff042fef33d02e5420cf43d0ae94204ea36ffea45f6f54207f246fce539,33.4,14.44,,,0,,,0,0,2288.5,61,,15.68627451,1
778,09:02.0,0,fca800480338f8e74102f94101d84600f93a09e63e04e13e01e243feef3806eb3e05e53dffed3affe44400ef3d01e93ffff348fef13203e64705ec3f03f33b03e24afcf23204ea3bfce947fdf33d00e63c,32.2,14.44,,,0,,,0,0,2219.5,59,,15.68627451,1
779,09:03.0,0,fc180010037004145df0ea3bffe13ffce03b03ec41fdf73c01e843f7ee3df9e744f7ee3bfbee3c01ef44f1e236f5e339ff0235fdd344fafa3902eb51fae541f9ef3cfee94005ee4105ec3dfff645f7e13a,31.2,14.4,,,1.176470588,,,0,0,1382,57,,20,1
780,09:04.0,0,fbe80070037803e841fff33cfbe342f9f03800ee42fdec4005e84304ef3cfce946f9ed3d00e23907e73c06dd4010ec3809eb3402ea3d0ed8450ae84408ea3a08e73801d74902fd3b06ea3a0aeb4209002f,30.5,14.48,,,5.490196078,,,0,0,2717,54,,16.47058824,1
781,09:05.0,0,fc600040039804f02f06e43801f0500b063802cd5404ac46021e360bdc4205fa4803f33c04043c07dd4409de390ce94a0cfb350bda49030136fce747fbe94c07f13806f53800e74006f23f08e84502f237,29.6,14.52,,,0,,,0,0,2686.5,53,,15.68627451,1
782,09:06.0,0,fc500088035803f24204de3d0ce83d03ef3907ea3f03e7380ae64804f730fdd54802f83d0aeb4102ee3a06ed4800f330fee24702f93c01eb4404f62b01d64eff043df8e13f06eb4509f541fae33308da48,28.4,14.44,,,0,,,0,0,2600.5,51,,15.68627451,1
783,09:07.0,0,fc280010033009e83af3db3f08ec4604f13900e2410bf83a02e64101e63f06ee3e07e23bfce84700e43a07f44306e64405d54101ec3300fd43ffe538fef34003ea3e06e938fff04500fb3ffdde4603f235,27.4,14.44,,,29.41176471,,,0,0,2593,50,,15.29411765,1
784,09:08.0,0,fbf80040033807ec3fffd942f9eb44fdf53ff7dd4503ea3dfee84300f033fce247f8f23904e543fff43a01e93df9e54200f436fddc4901ec3bfae746fde440fce339fff036fbdb4001f337fae53efde53c,26.6,14.5,,,34.50980392,,,0,0,2498.5,50,,15.68627451,1
785,09:09.0,0,fc680018032004e73e00f14306f23a06e84006de4601f43effe34304e84106e03803e63806ee40fee63d04e94200e835ffde4209ff4104f534f9d64804f93a06e63c03dd4202f73efee64207d64503ee40,26.2,14.44,,,11.76470588,,,0,0,2498.5,49,,21.56862745,1
786,09:10.0,0,fc28006003a0f6d94201fa3effeb4105e83902e13b04eb3d02ea3b07e13603e13f02f63b0be24900ed3205e640ffec35ffe64108e13402f03607e14200ed36ffeb4605e03800f43a02e53c0aec3b07e63b,26.3,14.52,,,11.76470588,,,0,0,2471.5,49,,17.25490196,1
787,09:11.0,0,fbf80078036007e53702ed4402e93a06e74202ef3dfde946fcec3704ec4502ea38fde440fbea3e04eb42fee43afbe83b03ef4300ed3ffeee4a01ee3801ee44fddf3d06e94401e53bffde42fff13afbe13d,26.3,14.44,,,34.11764706,,,0,0,2516,49,,21.17647059,1
788,09:12.0,0,fc1000380330ffe837ffe043fbdf42ffe83d08ec39f9dd4107ed3efee64003e43affe238fcef3df6e24501e73c06df3f04db3106e83703de360ae338feea40fcec42ffe545fdf03602ee38fde54303ee3e,26.5,14.42,,,32.54901961,,,0,0,2523.5,49,,21.56862745,1
789,09:13.0,0,fc30002803780af03000dc3ffdf23afde44406f63902f73901e13afce43904ea35fde43c05ea34f8e24300e941fae93f05e334fce93f03ef4403e23cfee93d04e73ffce03d05e93e00eb3b03e53807e63d,26.6,14.42,,,72.54901961,,,0,0,2612,51,,31.76470588,1
790,09:14.0,0,fbf8ffe803280ad540fee23606de4209e93bfee432f8e83c00ea35ffe44bfce13606de4006e236fada4207da3603e64504e03ef8e24204f33604f13d05cf3606ea43fce22cfeda4200f52cffd946f8cb47,27.1,14.4,,,99.60784314,,,0,0,2834.5,55,,36.47058824,1
791,09:15.0,0,fbd0001003480ada4208d73b03d83303ed4903e333f5d735fee53bfae83ff4d83df5e842fee238fbdd4100e73ffbd937ffe235f5d93bfbd839fee028f8df42f5ea3efadf3702e63a00de3402e847ffe435,27,14.5,,,99.60784314,,,0,0,3062,59,,38.03921569,1
792,09:16.0,0,fbd00008032012dd4d0cde35fce33401d64401d93d00e73809ee3003d53efee33406e23a04da3d03e8460add4304e73d0bea340ada3d03e53c06e03200d93c07e03bffe739fbe142f6e334fee63dfaea36,31.3,14.42,,,0,,,0,0,3302.5,64,,38.43137255,1
793,09:17.0,0,fba8ffa803800ceb3803de3b0ce4430bf03504d53c09e43d07da380bdd3805e33400eb3505ee3209e92e07e24209e4430ae5480be32c03b96619fe3404d53b00d43209f02d0ad63113ea3d01e03409e32c,33.3,14.4,,,24.31372549,,,0,0,3329,67,,38.43137255,1
794,09:18.0,0,fbe0000803480ce73f0cda4b13e2460de32f04de4015db370dde2d0be3370ce13a12e94610d84506f23500e03309d5430df5360ee23b0ade3f0bf84702ea3f0cef3e14dd3f10e7340ceb3e06db420cf23d,35.3,14.42,,,96.8627451,,,0,0,2566.5,68,,24.31372549,1
795,09:19.0,0,fc1000100398fdeb3a11ef4107e73a09ed4303d33905ca3fff093801e337f6e94303ed3f01d54420fc3c03072eedca5104f43906e33405d84c02cd4309ec3e02e43e04e0330be33408d63708df430bd736,35.9,14.46,,,10.19607843,,,0,0,2622,68,,34.90196078,1
796,09:20.0,0,fc3000a0032802e94e0cd83f05e52804e84104d93300e94809de3d05e14006e13bffee340be0360ae63e04db320be43709e43503ec4109ec4505e93f0deb4b06e43700e33c12f14007e83a11e44b07ee47,37.1,14.48,,,51.37254902,,,0,0,2622,70,,23.1372549,1
797,09:21.0,0,fc08007002200fff3cfdcf3b0ae33f08e93a0be83e06e33803e73c02f14105e9390bec46ffe3340aef46feee3901e33b0be64603ee300dea4304e43505e13c01f33303de3c10f03b11da4205e5420bf53d,37.3,14.44,,,51.37254902,,,0,0,2625.5,70,,21.17647059,1
798,09:22.0,0,fc280078035802f12f00eb3411f4400cda3b0ce2410fe93d06e13e0af14309eb3309e63b02eb4902ee350ce3470bed3e07e93b06e23b02ea3f01ef3901e845fdeb3d0af43607cd5406f03b03f33cf8cd3a,37.7,14.44,,,30.58823529,,,0,0,2626,70,,15.68627451,1
799,09:23.0,0,fc0800500360fcd64002f24bf9eb3b03f74306d74206de3e00f63afde53f00ea4606eb3f02db4108ee3bfcea3bfde93c09ff45fedc41fdec46ffee3801dd4bfddc4ffffb36fbd246fd0630ffd33e05ee3b,37.5,14.5,,,37.64705882,,,0,0,2570,69,,22.35294118,1
800,09:24.0,0,fbe0006802a0fcd14206ef3602da3507f34000e64901ed3b01e249f8f13500e63bf9ef2c00ef34fbcd5501f82307a06a02311cf69e6600c235fbfd4408e63ff9ed3cfaef3ffae84000e637fde549fced38,37,14.5,,,87.84313725,,,0,0,2624.5,70,,34.11764706,1
801,09:25.0,0,fc780078035806e741f6eb41fde72b04d74404f22e0acb4506e43908de38fee539fff04300e336fede460be5360af244f8d935fee43f0bea3c0fe8470cd234f9ea4202f62f04de4b03e53208dd410bec34,37,14.5,,,0,,,0,0,2725.5,72,,16.47058824,1
802,09:26.0,0,fbf8fff80340fef03104ea3f03e54303ef4405df3206e341feda2f07d8440ae544fedb4400e348fced3005d24ffbf132f7d74cffe63efedf3000ee49f8e23bf7ea4800f03d00d33ff6f43efae83802dd45,37.2,14.44,,,56.8627451,,,0,0,2356.5,72,,31.37254902,1
803,09:27.0,0,fbd8004001d807e83207f032feed3af9de3dfcf139fcee410ce540f8e53b04f83b04eb4cf4f235feed47f8d33803053efbed3505ee3b00cd4602f93604d44afef335f6d544ffdd3c07e4380be14004ed3e,38.8,14.42,,,0,,,0,0,2320.5,74,,34.50980392,1
804,09:28.0,0,fc60001003800ae83704dd3a02ee4900e13007dc3e00ea3afde43900ec4402dd3e04e84604ed33faec4400dc4704eb310fd745fee43ef7e73a00e440fcdb3409eb4109d53604e63d0ced38fdd9370bef45,39.4,14.5,,,0,,,0,0,2387,76,,34.50980392,1
805,09:29.0,0,fbd8007003780ae9370ff033fecb4a01fd4211e83a08d63b13e93e01e83a0be3430ce82d0cc9470b033603d84011e34a03e22b0af840ffe03907df420aea350de547fdee420ef13c0ae6360ada420ced45,40.4,14.46,,,0,,,0,0,2447,78,,34.50980392,1
806,09:30.0,0,fbb000200398fdeb3c0bed440aec3f02e53c07e1340cde3f0ae8380bdf4203e22c0fe146ffee39ffe02d0bda3b0edc4309eb330cdf400dec3afbe83e0ed7390bf14306e03106db4213f13700e53d0ee24d,41.4,14.5,,,0,,,0,0,2509.5,78,,34.50980392,1
807,09:31.0,0,fc4800480338ffd54307e83008e53913f03a02e8370ae84a08e93d03e33a07e93b0fcc3afdf1380beb340ece4c00fa310cdd5103e73e06d73618022e0cd544f9e8340bf03c04cd3a08d23d0aed2e03f146,42.2,14.46,,,0,,,0,0,2509.5,80,,34.50980392,1
808,09:32.0,0,fc900050031008f141fdd53f02e43a14de4407ee34fdeb4104e72e0bde4704f23c02e63801e83c0de23c05f44003d93c0be93500e93b09ea3a04d94a10f63a09ed3d08ec3a06e849f9ee4308df4806f231,43.3,14.4,,,0,,,0,0,2562.5,82,,34.50980392,1
809,09:33.0,0,fc08008003500ee53112ce3b0adc4408f53d09d94109ed350be13e06ed310ae0330ee3370dda3205e4460edb420ef635ffd43b0af32508f03205ed440cef3c06e14202e3440c01330bc94801c93d01053a,43.8,14.5,,,99.21568627,,,0,0,2550,82,,34.50980392,1
810,09:34.0,0,fc10005002d8fce04903e72a03ff3e04e64201f03108e02d07e14101ef4001e039fee34c05e837ffe73b08d53e01f03bfde538f7e82b08f0470adc4004eb55fde339fccc450ee93507e83403d04606fa3a,44.2,14.46,,,0,,,0,0,2627.5,84,,34.90196078,1
811,09:35.0,0,fc100030038003f03204e33bffcf4103ff2dfedc4d02ee3000f24607e12efeeb4806f433fcd34408e33a08e83c05e93a02e94708eb2dffde3805dd3afde43a01f434fbd84800f73604dd4408f62dfa022f,44.9,14.46,,,27.45098039,,,0,0,2671.5,84,,24.31372549,1
812,09:36.0,0,fc200068034008e33ffce84907ee4a03ed4006eb45fee04104e13b0ffb4a06dc47feec3f07e94bfaee4cfddb38f8e549fdeb36fce03dffe93901f33600ef35feeb3c00e24203e539feec37ffef34ffe73c,45.1,14.46,,,58.03921569,,,0,0,2626.5,84,,24.70588235,1
813,09:37.0,0,fc3800580368ffe53105df4803ed5204e94206e73dfdea4307e331fedf3ffcea3805f03e09ec3908e44206e83c01e52f05f445fedf37feec4508e14802fc2907df3606ea3f03e13904f63a05e03609e735,45.1,14.46,,,67.05882353,,,0,0,2627,84,,25.88235294,1
814,09:38.0,0,fc58006803800af63c05ff2900f036ffd74e0cee3605e845f8d538fdcf440af729ffdd4d0eed39f9d94601e738fee146fada4500f94af6e855f5df3504db58f7eb31fde134fbfb38fee63bfeed3bfdee38,45.1,14.52,,,62.35294118,,,0,0,2636,84,,24.70588235,1
815,09:39.0,0,fcb000380348fae039fbee3b020233ffd04204d94105dd460a0539f8ca4506f13609dc3e05d94cfcea3afdf445f6d83afcf44ef8e93effe14302f537fbe43b04e04304e23204e03607e44500e93f01d840,45.3,14.46,,,0,,,0,0,2578.5,83,,24.70588235,1
816,09:40.0,0,fc680070034802ee3b05f52f06e43709dd3407fc3402e043fcdc30fef74805e84c02f23205db4c02e34202eb3300e14003eb4205f94300d94804ee3e0deb3ffdde3d03f84106e03efbd833fcec4cf8f134,45,14.52,,,0,,,0,0,2552,82,,22.74509804,1
817,09:41.0,0,fc2000680380f6f13efdeb42fbe44502f13cfced3902e93b06e03d04ec4002e246fdec4102f24201e24703e93602e84302f42e0ce64206ed49feef3003dd47fce53e020333f6da45fef933fcee3bfee740,44.5,14.46,,,0,,,0,0,2496.5,82,,16.47058824,1
818,09:42.0,0,fc90009803900cf7440edd4802e347fff33203e73d07e53cffec44fbed47f7e4410bf23dfdde3b01ea3f01ee4dffe63900e63d06f23c01f54204e33d00f842f5e535ffe24503f035fee344fcec4000ea4b,43.3,14.44,,,0,,,0,0,2496.5,80,,15.29411765,1
819,09:43.0,0,fc4000b8032007cf4302093800ec4503f83b01f44908e93c0ae63b0dfb44fedb49fff04a04fd35ffda4404f83e0cf43cfaf83702e44b03fe3602ea4108e74200ea4301f13f0ff143fcfa4201da3f04ec3e,42.4,14.52,,,0,,,0,0,2418,77,,15.68627451,1
820,09:44.0,0,fc3000d003800fa45d0eef4202f23b0aef3c05ec4b09ef360be23d07f13a14ee3c05f1360ae8410ae33011f03c05ed3d0de64405f13608eb3e0df24209ea3d0aed4b06f43709df4208f5380bf8480cfe3c,41.3,14.48,,,0,,,0,0,2351.5,75,,21.17647059,1
821,09:45.0,0,fc20013803b812e74310e83a15f23d0cd74507f73c01e84a08e93f0ff33807e74505ee4803ed3f09e03c0ee04c09ff3718e258100336f5d44002e24c22312f13bb3502fd380c002523ee3d20c94f100b37,39.8,14.44,,,0,,,0,0,2360,75,,34.50980392,1
822,09:46.0,0,fc7001600390f7ec3afde23de7cf3b0fc550f81d2aeb954319f7360cf1320bd63b16f23b06f83409d74000ef3a0af33410ca4f0f0b2503c04b0aee390bed370fdf3205d04b0ef6440cd5430feb380bda46,39.7,14.44,,,0,,,0,0,2408,77,,34.50980392,1
823,09:47.0,0,fc38014003d0fbfa410bfd380edc450aee3811e84314e0380fe83908d84314ef3a13e53b0bca400ef53c0de23017d73f0fdc4410f0340de33414ed4206e32e0de13e03e2380bee3ff9e03604e23b02e33c,40.2,14.42,,,0,,,0,0,2395,77,,15.68627451,1
824,09:48.0,0,fbe000e003c802e43c06ec34f9e84800ef3ef7ed3efbe546fbf339ffdf4af7f033ffef3dfedd4600e63cfffe3c03e94107e93f04f63ffdde3502fc4700fc3f00cf4509f834fde24800e63bf6fb4401e447,40.6,14.48,,,26.2745098,,,0,0,2393,75,,21.17647059,1
825,09:49.0,0,fc680130038004e33a07e636ffe342f9e13f04fe3d02e13cfbe82f04fa3cfb0d4201d93c03f4420af140ffe34102ef3e04dd4300dd4800f03304eb4100e945f6ea300ced47fbe931fde13e01f53b01ec3c,40.1,14.48,,,40.39215686,,,0,0,2330.5,74,,21.17647059,1
826,09:50.0,0,fc3800c003b0f9e148f5ea3a04e03c05e24103eb4202e94204d93f09f12fffd54507f93903e93e00ed4203f83005e33c07e037fceb4105e240f9dc400cee3f00e9320ce94001db4dfef63102d74b08e82d,39.6,14.44,,,42.35294118,,,0,0,2312,74,,21.17647059,1
827,09:51.0,0,fbc000c803c8fbf52ffede3ff4e73bfef53901cf38faf02f01e546f8e42df9ea3df6eb35ffe340fbe042f4e849f2e53bf4d948f8ef41efd941f5df35fcf340f3df3af2e741f9ea3ef8df47f8e833f8e42b,39.6,14.42,,,0,,,0,0,2350.5,75,,29.41176471,1
828,09:52.0,0,fc2000900320f3e73ef6e53af4e334f8e53efced43efdf3d01de44fce947f9e83a02e34bfbea2cffd43cfbe73902e23dfee53bf8d843f9df38fde23ff6ce4b020140fbdf3601d44101eb3700f12cfcd94c,39.9,14.46,,,0,,,0,0,2292.5,75,,15.29411765,1
829,09:53.0,0,fc1000700368fbbe3b0e0424fbe839f4e93ffde93afde040f9e83afded41f9dc49f8f138f4eb40f5ec37f8e13df6f33df1ee4df4ed3dfbe639f3ec42f5e448fef936f1e142f4eb45f9ef42f4df42ecf42d,39.6,14.54,,,0,,,0,0,2292.5,73,,15.68627451,1
830,09:54.0,0,fc3800380338f5e53bfbe841f1dd47faef36f9e443f7ee35f8e943f3f634fae248f6eb3bf7e542e7db45fdf73cfadf48eedf39f4e449f2f23efae23bf0db32f7f237f3d04201f836f5f631e3cc49fa0e34,39.1,14.44,,,0,,,0,0,2280.5,72,,35.29411765,1
831,09:55.0,0,fc20ffa00328fcd43afffc3a0eda36f8df31fcf52cfae62effc32c00fe28fedf2df6e4460b023606e230ffe63901e92efdf14801f22ef9e55906e64ffdd551fcd83400e74ef8d642f9de3b02e12d00e82c,39.1,14.5,,,0,,,0,0,2350,75,,34.90196078,1
832,09:56.0,0,fcc8ff500300fadf3b02eb42faf53effdd32fde542fced3200e94afbe02efcd542ffee2f01e13fffe73df8dc2dffdc4ff7ff3801db47ffdc36fee147fcf235fadb4afbe630fce442fbea3effdc4501f93c,40,14.52,,,92.15686275,,,0,0,2419,77,,31.76470588,1
833,09:57.0,0,fc90ffe8033805d24afdf534fee34304e53905f33a01f833ffd23d02ee3a03ea44fdda3f03e43afeea3fffd041fed8360bf73302d84604f13402df47fded380ada450bda4409db3e0de83a00cc4f00f93b,41.3,14.52,,,0,,,0,0,2411,77,,15.68627451,1
834,09:58.0,0,fc90ffe002f807d94dfff52d05f54dfce83d00dc4201f53202dc42fff94103fb3ffce14102e546feec4408f639fbcf450bf53a07e63d04e83b03ea4a05fb3a00e94308e5380bed4409e33c01e93c04db36,41.4,14.52,,,41.56862745,,,0,0,2383.5,76,,21.56862745,1
835,09:59.0,0,fc48003803100de93702092d0ad94a06f63a0adc40ffe73b0ef43c05f93206e049f9df3908ee46fcf13902e23ffcf93d00e94cfdf94303d9400ded420bdf31fde24500e542ffe33afcea3f09d1450cec31,41,14.48,,,44.70588235,,,0,0,2378,76,,22.35294118,1
836,10:00.0,0,fc7800500340ffe33d03f435ffd94904f03efce83207f13c00e94404ed3c05e639fef23403d54203dc42fff53009da4a05e74305eb3404ca4e0c0036fdde3dfeda4701ed38fee843fdf03209ea4601de44,40.8,14.46,,,45.88235294,,,0,0,2369.5,76,,22.35294118,1
837,10:01.0,0,fc4800000308fde63709e4310bd05307f32e05df45fbe63802f34300f742fee14900ef300add490af03c01e734fcdb41fce63105f94404f937f9cb3f01f72d08ef40fddf3300eb45fbfa3502eb4dffeb41,40.6,14.5,,,0,,,0,0,2392,76,,22.35294118,1
838,10:02.0,0,fc500010032008da4802e2400ce74b03ea3a02ee4affe93a05f349ffda3e0ee743feeb3bfede3c06dc3f04f33208ee36f8d03e01ed3ffee0360bdd45fdff36fcc443facd42faff3afbd841fde93403ed3c,40.4,14.42,,,22.74509804,,,0,0,2441.5,77,,26.66666667,1
839,10:03.0,0,fca000200300fae14007e24402e04506e53afddf3f08f53800d849ffea3f01e73c07e147f9e43c06dd38ffe53c00f154fef44200e53c01ef3efaea4300ef38ffe53901e93ef6ea3af7df3cf7eb3800ef34,40.7,14.52,,,61.17647059,,,0,0,2415.5,77,,28.23529412,1
840,10:04.0,0,fbf8ffd0032808fc4106c53efef837fddd45f9f036fee942fdeb34f708320adb5704e92f08e039fbe23cfed83c00e540f7e132f7e53f09e741fad03efcf12d01d94900ec2b00e44803f43906cf4100f43b,41.4,14.5,,,86.66666667,,,0,0,2415.5,77,,34.50980392,1
841,10:05.0,0,fc38fff003080bef3706e34006e32f01ec3209d83e01ea3008e137ffe54507e034f5e53406df3303f04b03d742f9ec4bfde937fbd24304e0390eeb3701d842fde93602e83e05ef4204ea370fe443ffe036,41.8,14.44,,,86.66666667,,,0,0,2475,79,,27.05882353,1
842,10:06.0,0,fc000008036010fe50fef61108d15603ed280fe84206de49ffea4505ec3606d14408d8410cf84204eb4700dc4ffff82e04de3e0bf82f04fd31fdd83e09ec320de54affdb4211f93606d9410deb3f0dea37,42.7,14.44,,,69.80392157,,,0,0,2506.5,80,,26.66666667,1
843,10:07.0,0,fc500008032804e94505f83f08e62b04e8380be13506dc4c0bee450aed3506d53e08f73905dd4205da390bed3b08e33904d7390dde3afff73d05cf460eee4008ee350fe1351cdb6115f73b09ec4ff9d41a,42.8,14.48,,,20.78431373,,,0,0,2498,80,,15.68627451,1
844,10:08.0,0,fbf800380318fef534f8db44f7815dfcd80f0df23a02db370bee3a00eb3508e14804003907df4000dd42ffeb4401f54807ea34fcea47fdec3c01f13bfeee3a06eb4800f737fce94afdef3603eb3f03ee34,42.6,14.48,,,19.21568627,,,0,0,2477,79,,21.56862745,1
845,10:09.0,0,fc60ffd00360fde33d07f14003ef3e03ea43f8e84204e937fd0337ffca40fdcf54151837f6da4b0ef02e09f74103de410aeb3b02f042fff136f8e23efff13c00ef3408df3a00f946f9fa3cffe14201f847,42.1,14.48,,,0,,,0,0,2409.5,77,,15.68627451,1
846,10:10.0,0,fc98fff00340fce03ff8e833feec45fde33ff8e742fae83dfae640fae941eceb4af9e62fffe249f8ed39f9e648fce72ffbe03ffef73b03e23ffff23bf8ea4202ef3802e54403f03100ec4afff43d01ee3e,41.4,14.48,,,50.98039216,,,0,0,2328,75,,25.88235294,1
847,10:11.0,0,fcb0ffa00328fbdf43f8ee3202f63700e64b02e93d00ef3900df33fae23d01ef3cfd0039f8ec3ffedd3b03f941fce430f6e640fbee38fedf3a01e435f9f644fee63ff9e13afde743fce22dfcd646fdde37,40.8,14.42,,,97.25490196,,,0,0,2388.5,76,,32.15686275,1
848,10:12.0,0,fc10ffc00378fcc94bf6d13afae045fcf039f9da4bfff73afcdf45feea3dffe649fbe835fae138f6ec37f7dc43f8e839fce64bf4e431fbe345fded3af8e23ff8dc33fbe63efbe839fee242fae734fde135,40.6,14.46,,,84.70588235,,,0,0,2438.5,78,,32.15686275,1
849,10:13.0,0,fc500000031006d63a04ef3af6d24002f43904f34505d039ffe24400f13001e044fdea3502ef480ce53506e63400d83a05f33501e33105ec46fcf33a03dc3e09de4601f04109ce3700f639fecb5306f733,40.5,14.5,,,0,,,0,0,2491.5,79,,34.11764706,1
850,10:14.0,0,fc00ffd00368fae34c04f43209eb4afde03104f53606d84b08ec3009d448ffe134fbe54505e73609d64b07f13401dc4bfce63401e239f7eb3609ee4503ed3701d94cf9e82a03dd38fee74502e841fbe53c,42.2,14.46,,,14.11764706,,,0,0,2482.5,79,,27.05882353,1
851,10:15.0,0,fc58ff680308fdf73b02e83e02dc4106e63bfbdd3cfdd44400e148fff043fde837fae34e07f23000ca4300033dfef83900e246efef3a02ec4302f63406df4206ec3005d745fcf735fee746f9ef41fced45,42.9,14.52,,,0,,,0,0,2482.5,79,,15.68627451,1
852,10:16.0,0,fc50ffa802d806ef3afce64105e43bfde440f7dd3d010032fce749fbeb4303f941fbda42fcef43ffeb43fced3e00ee46fdee3804ef2f02de4af6f642f8f64301ef3c04de4204f43c03f53d01e13c00f03c,42.8,14.48,,,0,,,0,0,2416.5,77,,15.68627451,1
853,10:17.0,0,fc18ff800348f9f92e06e13fffef3a02f642fee63afbed4202f437f8e03e01ee3704e94706e83b00e64cfaf13ff4e34ef50035fdeb4907ec3afce942f9fa3b02e44b03ed3a04ef3cf7f73502e84206e53c,42.9,14.46,,,0,,,0,0,2345.5,75,,15.68627451,1
854,10:18.0,0,fc30ffb8033803f83cffe14602f138fee23d04f13400dd4405f02d05d4430ae939fee94cfae64102f244fcf63703d54c02043701e64b08e543220c40feb647fc273de93248e9a846fcf83cfdf238ffe54c,40.1,14.52,,,0,,,0,0,2276,73,,15.68627451,1
855,10:19.0,0,fc00ff9802f0fac341040534f9f03801e64202f540ffe843fde94307e83b04e93cfde840fae93b01f33a04ed4601f03708f147fde53000e33f00e13800f637fde54903fd3cfce73efeef3100e450fbf73e,38.9,14.52,,,43.92156863,,,0,0,2263.5,71,,15.68627451,1
856,10:20.0,0,fc30ff780230feee45fbf14bfde83efef23d00e246fcf435ffe34403e746f6ee3207e23fffe746ffee33ffd04afdf340fcdd47fde23b04e83dfce641fff142fadb4004f83c04f23000db41fff43e050231,38,14.52,,,0,,,0,0,2133.5,68,,15.29411765,1
857,10:21.0,0,fc60ffb80228f58067274f6706d53efeee42fcf23ffded3df7e443f9f73efde13a04f04001ea44fcf33cfef646faff43ffe24a00fe41fded41fcf04efd063602013dfbdc47fd0a43fbeb4801f346fcfc49,36.7,14.42,,,0,,,0,0,1929,62,,15.29411765,1
858,10:22.0,0,fc48ff980300fefa26f4ec56ffeb4104ff3bfee247fd0f41f8e63a01d863f21f38f7ee43facd3ddaf842fae925e4897f12591cda8e6a0dc669060c2a04e625f6e048fa053ffed553fff64dfcfe4bff453a,34,14.46,,,68.62745098,,,0,0,1915,61,,23.1372549,1
859,10:23.0,0,fc78ff88031804e74704f041f4d023ec0dfce20541f3c84402cf53fb022bfacb42feed300cf03a07db3efdec3afae238fce33e09ec3bffe823f5e3230af12c05d937ef0d541b421bf0807d0b3149d0bb63,32.3,14.52,,,0,,,0,0,1907.5,61,,23.1372549,1
860,10:24.0,0,fc58ffb002d0ffe939fede42d3e00ff8c443f2eb3a10f141f8db310cfb3a07ef3900ef3bfdec4004fd41f4d04b0bde3d0e0d5204cb3b05d65704f54608063f05dd4509ff2c08e13d0aed37ffe43904e73e,32,14.42,,,0,,,0,0,1953.5,62,,34.50980392,1
861,10:25.0,0,fcb0ffb002d008e7360ae03b04ec4004e13603e74509ef37fede3b02f33b00ed2f01dd3dfee53bfbe43f09e145f6d73d06e63f04d14406d54511f53701e341fbe33405d54703ed34ffd74107e13a06e240,32.7,14.48,,,0,,,0,0,2034.5,62,,32.94117647,1
862,10:26.0,0,fc20ff70036007ea4003f2380cf43bffe241fde93c05e040fce63007d749fff23101d54e04f0480fed3802cb490de03cfdf53ef8d73c08e73706d441fceb3d08e83407e33705d63a10ec33fae53a04db35,33.8,14.52,,,0,,,0,0,2034.5,65,,33.33333333,1
863,10:27.0,0,fc68ff90027808d9400aee34ffec4002ec4402eb3c08e53903db3afdeb42fae93e02ed3dfae93802df3ff9e93602dd3801e12f08e93604e63502e04009e444fdec4303e93c0cda4405f43409df3804da36,35.4,14.44,,,0,,,0,0,2118.5,67,,33.7254902,1
864,10:28.0,0,fc28ff5802f808f13ffcd34205dc3effe73b07dd36ffe03d04e13b01ef4504ea4009e84206df38faed4703ee370cdc3d01e64109db3a07fd4004d443fde63b0be23902d23901ec4304e53dfdec3ffee847,36.7,14.5,,,0,,,0,0,2194,70,,34.50980392,1
